,scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
129037,-0.2935792636065116,-0.06768171618557549,-0.359586295544997,0.892147170538769,1.52271019145695,-0.0783973313098561,0.290063120339797,-0.308136396880762,0.66851608760243,0.0194314138396881,-0.425572261922237,-0.151788455179976,1.87153580408718,0.333563562915411,-0.688625934521524,-0.272547564120851,0.53153701368419,0.173080564605422,0.0436389049916551,-0.107847848653891,-0.227531649994902,0.117212231202431,-0.22969888454783,-0.452228351700387,-0.0056973865982986,0.155746035906141,-0.338883642817737,0.0453048642282109,0.0909166709703674,-0.137376979431243,0
123270,-0.2934395304967512,-0.09193012135950845,1.08256623409747,1.09486151295003,-1.36702004784737,2.01255429562949,0.708142047645968,-0.807712094137058,0.151952109111841,0.158352530916403,0.0098722842273316,-1.92527812380296,2.60593702345612,-0.309218873424363,-1.76754891562268,-4.42919458671376,-0.171939794624445,1.05551393649543,3.9705869371836,1.76224857169611,-0.880812102847679,-0.135789404251701,-0.32528376499397,-0.734343617700577,-0.106725343342181,-0.224999064492694,0.569167327221417,-0.33503264926341,0.0891401408869493,0.11233722000597,1
97181,0.3911129742192413,-0.21840012218188654,1.16786801957171,0.135818491026882,0.46867330755289,0.653926749700119,-0.477471197564788,-0.960342255845849,0.162775199472162,-0.248820541584293,-0.0428357412224025,-0.104154993317339,-0.126012743757823,0.659618305040356,0.869172843550689,0.141549718472872,0.97844864696293,0.284825455714365,-0.454239688454813,-0.597926190931147,-0.13640315929155,0.0399257971258952,-0.222251253160866,-0.726016245821725,0.0869333178580431,0.39212164708187,0.218756467390656,0.0878957612746446,-0.034607831347309,0.0285380445671043,0
96341,1.0621113672884792,-0.22279397079382982,1.22761441351286,-0.668973794096954,-0.271784826118016,-0.589439741635524,-0.604795004349645,-0.350284967097775,-0.486364540645055,-0.0108086285956747,-0.794944156080669,0.264544748886681,0.881268050432366,-0.324703760782435,-0.263263800489225,-1.11273543930467,-0.540849503339651,1.53341124817574,0.831442610720144,-0.473346676550517,1.19012126352217,0.273799209937263,-0.0260547222626376,-0.295254768133076,-0.180458520061445,-0.436538663158256,0.494649059264358,-0.28373826696629,-0.001128278642713,0.0350745013143425,1
119714,0.11108782225948438,-0.10733208801795134,-0.734303155037818,0.435519332206195,-0.530865546585229,-0.471119606930407,0.643214386605141,0.713832369657908,-1.23457207133269,-2.55141159871634,-2.05772382572102,0.166830707878014,0.567551954604602,-0.85805991589575,-0.448067929957678,-0.264936238828755,0.88886293915465,0.838120616560385,1.42505965449185,-0.169664182600728,2.50202738858443,0.864536120628702,-1.00487737851609,1.15035358786928,-0.152555282700309,-1.38674463324096,0.0047160148280004,0.21914583821982,-0.0582573076118087,0.158047988697071,1
117166,-0.2606022497030671,-0.11898636027208967,-0.627272148265118,0.132007423652191,0.132876477103561,-0.393654947952339,2.67297138279731,3.54719788881392,-0.492938569155329,0.944033300818274,-0.175642297123914,-0.154140099974912,-0.508940007720132,-0.0514749890795218,-0.113007423962959,-0.0089625457027301,0.38819651984157,-0.368755871448372,-0.113993711396619,-0.012643888351343,1.77778415093546,0.0926639525010561,-0.236684756682565,-0.647092502475304,-0.148577492332808,1.05015936405655,-0.34895717753141,0.383962564682288,0.0568288046495277,0.10782366007919,0
193133,0.8356039963669392,0.532360577544379,1.88115272708901,-0.350520260054745,-1.33165941103833,0.316628382123394,0.10612277467178,-0.559402306157302,0.232999754427253,-0.199116015174608,0.257411997896036,0.167203974015828,0.714383903902448,1.32427430499653,0.488736654253533,0.342479038124918,-0.899837519464824,-0.0427328543018174,-0.527528914456895,-0.428094736724406,0.519037536618986,-0.0212823802334263,-0.159901164991143,-0.467109041527249,0.161884703349724,-0.362676901653139,-0.206954750827251,0.272103046437356,-0.0858464857840696,-0.0624933072624564,0
204503,0.8702578075875079,0.5947203327106756,-3.15898973247843,1.7654516187093,-3.39016804993175,0.9874099790721,-1.50993036564483,-1.28095213137771,-2.71955696702151,0.718324816575686,-1.66018323527908,-3.8410981507899,3.28282460993431,-3.90687694585664,0.951367704021229,-4.89818303490097,-0.551999608913709,-4.78744841664753,-9.33432947229458,-2.58024865554763,1.50157346167502,-0.0225898632000452,1.12053278888547,1.60508518555367,-0.618637378199115,-0.251282996939273,-0.240527821958069,-0.0043267561942135,-0.2354773111409,0.0181292220019296,1
96904,2.0027946621952073,-0.21964543756388116,-0.767045479141095,-0.359005829037517,1.48850910837057,-0.597835286601337,-0.163497546396227,0.666348662056242,0.457305830051084,0.0781067918146473,-1.65112475077439,0.0004578579129879,2.04164127436725,-0.289928103038543,-0.114795328042096,-1.31596660179534,0.323424171767977,0.162942647768454,1.92878059718967,-1.32053607777504,1.39523281929766,0.726843980788982,0.143891463980379,0.295783747219302,0.148302461342076,-0.359351994317415,0.135702459377649,-0.11180270066209,-0.107584750471775,-0.129716353066952,0
246179,0.6007126388597778,0.8032989109364537,1.82167102469614,-0.784808792389326,-0.230265429788361,0.462330647185534,-1.0095318365527,-0.262078187806787,-0.792223709413141,0.17456547365958,1.21139207646736,0.185304898056846,0.597301279934387,0.329785638158912,-1.39722221478994,0.246857570633998,-0.147418557272752,0.503916853895538,-0.559934181226442,0.55989891054832,-0.0904430857060304,-0.170792502363779,0.24152802742303,0.696208266026355,0.138110745534598,0.0395984101031076,-0.407304985766621,0.547844630671738,-0.0395062940376005,-0.0500176244030947,0
17366,1.0897785230210297,-0.6583019067423255,-28.5242675938406,15.8769229879536,-29.4687320925264,6.44759140152748,-20.7860000418837,-4.86561341755669,-19.5010840750712,18.7488719520883,-3.64298981925263,-7.93964241937325,4.18467368942509,-5.83507521523889,1.21595964527928,-5.33014378246253,-0.118631138153322,-5.36777527618834,-11.4317569116986,-4.69692444373293,0.69268841200477,1.7068890619925,1.80576978392608,-2.11937616760819,-1.31744962200248,0.169845630469178,2.05168733506275,-0.210502000459411,1.30173396497076,0.380246181418509,1
231152,1.3274645427233984,0.7276988686427237,-1.49703812130375,-0.197783626498706,0.630208047049855,-2.27230563867609,-0.817233463241459,-0.0507112006415383,-0.596730178324443,-0.222863597545615,-0.525592254259764,-0.237255205260917,-1.67028931788206,-1.63603437888044,-1.18923427262583,-0.023660821200629,0.107687184693868,1.92417735142568,-0.120382922028658,-0.495134477363365,-0.258969222937097,-0.196505492444763,1.14342104660579,0.657376755126211,-0.269974929603126,0.472469786998552,0.137145241982442,-0.126030301851571,0.393537949100298,-0.0439329409544444,0
105029,-0.2825403479354433,-0.18042975128937136,1.23542889422,0.18744325831546,0.158441509381193,0.514802613704424,-0.286252485938031,-0.595800358797918,-0.123961504536904,0.0486611478411062,0.0201364311115641,-0.0697160067571877,1.08568555884331,0.0255886759569995,-1.28608784744709,0.184888329253839,0.580410940903904,0.840349420653481,-0.290527916406216,0.485475052268304,0.2248859152858,-0.154182053689424,-0.274567303686907,-0.899517035399927,0.0941513514438501,-0.0775837507884363,0.179564870158802,0.10228940098949,-0.0370269661891918,0.0141255414904373,0
214918,-0.14909522811430168,0.6482453976198028,-1.49192192388759,2.04218293357159,-1.97486859397057,0.709504446746931,1.61030958013493,0.0640790283649339,0.745411011388236,0.593468372116341,-0.697769166727141,0.0478514033896721,0.0482912437548984,0.413205630619675,0.315177241455661,-0.729919538322511,-0.776148855791811,-0.0991858986594022,0.885378457829093,1.11071735109238,1.16322048954505,0.249176889528663,-0.0156541039753919,0.281055821353619,-0.39296422214983,-0.456982090395093,0.272437515006433,-0.391723660355209,0.132942710428301,0.034446710683598,0
